,x,y,EVI
5988,-8146774.979,1185501.413,4511.063477
5989,-8146543.323,1185501.413,4363.898438
5990,-8146311.667,1185501.413,4573.140137
5991,-8146080.01,1185501.413,4772.824707
5992,-8145848.354,1185501.413,4841.442383
5993,-8145616.697,1185501.413,4914.700195
5994,-8145385.041,1185501.413,4997.42627
5995,-8145153.385,1185501.413,5089.875
5996,-8144690.072,1185501.413,4801.866699
5997,-8144458.416,1185501.413,4771.262207
5998,-8144226.759,1185501.413,4689.376953
5999,-8143995.103,1185501.413,4286.04834
6000,-8140751.914,1185501.413,3834.122803
6001,-8140520.258,1185501.413,4274.915039
6002,-8140288.601,1185501.413,4390.25
6003,-8140056.945,1185501.413,4355.143066
6004,-8139361.976,1185501.413,4927.105469
6005,-8138898.663,1185501.413,4785.945313
6006,-8138203.694,1185501.413,4746.788574
6007,-8137972.038,1185501.413,5148.961426
6008,-8137740.381,1185501.413,5349.339844
6009,-8137508.725,1185501.413,5411.534668
6010,-8137045.412,1185501.413,5399.419922
6011,-8136813.756,1185501.413,5175.403809
6012,-8136118.787,1185501.413,4722.490723
6013,-8135887.13,1185501.413,4751.47168
6014,-8135655.474,1185501.413,4839.019531
6015,-8148164.917,1185269.757,4070.745117
6016,-8147933.261,1185269.757,4802.827637
6017,-8146311.667,1185269.757,4640.036133
6018,-8146080.01,1185269.757,4591.072754
6019,-8145848.354,1185269.757,4666.779785
6020,-8145385.041,1185269.757,4528.737793
6021,-8145153.385,1185269.757,4491.694824
6022,-8144921.728,1185269.757,4595.983398
6023,-8144690.072,1185269.757,4159.152344
6024,-8141215.227,1185269.757,3981.510254
6025,-8140983.57,1185269.757,4416.178711
6026,-8140751.914,1185269.757,4710.807129
6027,-8140520.258,1185269.757,4657.413574
6028,-8140288.601,1185269.757,4553.473633
6029,-8140056.945,1185269.757,4442.824707
6030,-8139130.319,1185269.757,4924.280762
6031,-8138898.663,1185269.757,4701.39209
6032,-8138667.007,1185269.757,4625.795898
6033,-8138435.35,1185269.757,4657.019043
6034,-8138203.694,1185269.757,4885.019043
6035,-8136813.756,1185269.757,5338.309082
6036,-8136350.443,1185269.757,4722.448242
6037,-8136118.787,1185269.757,4673.241211
6038,-8135887.13,1185269.757,4804.5
6039,-8135655.474,1185269.757,4992.510254
6040,-8239205.866,1185038.101,3652.093018
6041,-8148859.886,1185038.101,3893.596191
6042,-8148396.574,1185038.101,4332.680176
6043,-8148164.917,1185038.101,4575.888672
6044,-8147933.261,1185038.101,5052
6045,-8146774.979,1185038.101,4899.066895
6046,-8146543.323,1185038.101,4860.266602
6047,-8145616.697,1185038.101,4578.631348
6048,-8144921.728,1185038.101,3755.473633
6049,-8144690.072,1185038.101,4007.129639
6050,-8141215.227,1185038.101,4434.254395
6051,-8140983.57,1185038.101,4837.246094
6052,-8140751.914,1185038.101,4952.916504
6053,-8140520.258,1185038.101,4837.032227
6054,-8140288.601,1185038.101,4612.214355
6055,-8140056.945,1185038.101,4732.616699
6056,-8139825.289,1185038.101,4955.237305
6057,-8139130.319,1185038.101,4732.074219
6058,-8138898.663,1185038.101,4577.54541
6059,-8138667.007,1185038.101,4602.818359
6060,-8138435.35,1185038.101,4866.859863
6061,-8138203.694,1185038.101,5035.631348
6062,-8136350.443,1185038.101,4929.344727
6063,-8136118.787,1185038.101,4833.309082
6064,-8135887.13,1185038.101,4839.891113
6065,-8135655.474,1185038.101,5181.643066
6066,-8149091.543,1184806.444,4237.672852
6067,-8148859.886,1184806.444,4177.072754
6068,-8148396.574,1184806.444,4104.981445
6069,-8147006.636,1184806.444,4884.419434
6070,-8146774.979,1184806.444,4982.689453
6071,-8146543.323,1184806.444,4669.758789
6072,-8146311.667,1184806.444,4528.214355
6073,-8146080.01,1184806.444,4393.821289
6074,-8145616.697,1184806.444,3723.089355
6075,-8144921.728,1184806.444,2688.339355
6076,-8141910.196,1184806.444,3453.263184
6077,-8141678.539,1184806.444,4154.625
6078,-8141215.227,1184806.444,4682.288086
6079,-8140751.914,1184806.444,4833.661133
6080,-8140520.258,1184806.444,4902.787109
6081,-8140288.601,1184806.444,4827.183105
6082,-8140056.945,1184806.444,5169.409668
6083,-8139593.632,1184806.444,5088.172363
6084,-8139361.976,1184806.444,4832.181641
6085,-8139130.319,1184806.444,4793.716797
6086,-8138898.663,1184806.444,4594.553711
6087,-8138667.007,1184806.444,4607.981934
6088,-8138435.35,1184806.444,4973
6089,-8138203.694,1184806.444,5079.836426
6090,-8137740.381,1184806.444,3103.977783
6091,-8137277.069,1184806.444,4871.666504
6092,-8137045.412,1184806.444,5363.582031
6093,-8136118.787,1184806.444,4917.518555
6094,-8135887.13,1184806.444,4970.672852
6095,-8149323.199,1184574.788,4285.148926
6096,-8147006.636,1184574.788,4761.881348
6097,-8146774.979,1184574.788,4681.160156
6098,-8146311.667,1184574.788,4500.947266
6099,-8142605.165,1184574.788,3665.896484
6100,-8142373.508,1184574.788,4439.265137
6101,-8142141.852,1184574.788,4775.322754
6102,-8141910.196,1184574.788,4855.112793
6103,-8141678.539,1184574.788,4803.049805
6104,-8141215.227,1184574.788,4925.084961
6105,-8140983.57,1184574.788,4948.203613
6106,-8140288.601,1184574.788,5287.403809
6107,-8139361.976,1184574.788,4978.438477
6108,-8139130.319,1184574.788,5053.982422
6109,-8138898.663,1184574.788,4831.981445
6110,-8138667.007,1184574.788,4805.160645
6111,-8138435.35,1184574.788,5121.491211
6112,-8137277.069,1184574.788,4537.754883
6113,-8137045.412,1184574.788,5324.879395
6114,-8136118.787,1184574.788,5080.428711
6115,-8239900.835,1184343.132,3503.702148
6116,-8147469.948,1184343.132,4934.52832
6117,-8146080.01,1184343.132,4442.053711
6118,-8143300.134,1184343.132,3367.960693
6119,-8143068.478,1184343.132,4422.203613
6120,-8142605.165,1184343.132,5007.413574
6121,-8142141.852,1184343.132,5200.983887
6122,-8141446.883,1184343.132,4986.338867
6123,-8141215.227,1184343.132,4993.416504
6124,-8140520.258,1184343.132,4088.823486
6125,-8139130.319,1184343.132,5128.839355
6126,-8138435.35,1184343.132,5105.719238
6127,-8240364.148,1184111.475,2340.826172
6128,-8147701.605,1184111.475,4959.833496
6129,-8147238.292,1184111.475,4549.563477
6130,-8147006.636,1184111.475,4471.714355
6131,-8146774.979,1184111.475,4413.771973
6132,-8146543.323,1184111.475,4677.881348
6133,-8146311.667,1184111.475,4779.143066
6134,-8146080.01,1184111.475,4645.178711
6135,-8145848.354,1184111.475,4382.178711
6136,-8145385.041,1184111.475,3661.568604
6137,-8143995.103,1184111.475,3744.759277
6138,-8143763.447,1184111.475,4138.754883
6139,-8143531.79,1184111.475,4567.753906
6140,-8143300.134,1184111.475,4762.301758
6141,-8143068.478,1184111.475,4996.171875
6142,-8142836.821,1184111.475,5101.953125
6143,-8142605.165,1184111.475,5277.54834
6144,-8142373.508,1184111.475,5353.133301
6145,-8141678.539,1184111.475,4075.358398
6146,-8141446.883,1184111.475,4172.875
6147,-8140056.945,1184111.475,4778.868164
6148,-8139593.632,1184111.475,5299.143066
6149,-8139130.319,1184111.475,5094.352051
6150,-8138898.663,1184111.475,4996.508301
6151,-8138667.007,1184111.475,5133.275879
6152,-8138435.35,1184111.475,5139.5
6153,-8138203.694,1184111.475,4751.327637
6154,-8136118.787,1184111.475,5207.277832
6155,-8135887.13,1184111.475,5231.903809
6156,-8240364.148,1183879.819,3277.744141
6157,-8147933.261,1183879.819,4827.759277
6158,-8147701.605,1183879.819,4883.051758
6159,-8147469.948,1183879.819,4652.034668
6160,-8147006.636,1183879.819,4676.210449
6161,-8146774.979,1183879.819,4700.263184
6162,-8146543.323,1183879.819,4801.666504
6163,-8146311.667,1183879.819,4968.842285
6164,-8145385.041,1183879.819,4965.703613
6165,-8145153.385,1183879.819,4901.811523
6166,-8144921.728,1183879.819,4959.285645
6167,-8144690.072,1183879.819,5056.373047
6168,-8144458.416,1183879.819,5136.766602
6169,-8144226.759,1183879.819,5052.465332
6170,-8143995.103,1183879.819,4962.516602
6171,-8143763.447,1183879.819,4963.233398
6172,-8143531.79,1183879.819,4943.265625
6173,-8143300.134,1183879.819,4935.365234
6174,-8143068.478,1183879.819,5088.40332
6175,-8142836.821,1183879.819,5248.492188
6176,-8142605.165,1183879.819,5227.661133
6177,-8140288.601,1183879.819,4536.299805
6178,-8139361.976,1183879.819,5042.75
6179,-8139130.319,1183879.819,5010.5
6180,-8138898.663,1183879.819,5124.163574
6181,-8138435.35,1183879.819,5054.541016
6182,-8148396.574,1183648.163,4704.292969
6183,-8148164.917,1183648.163,4847.106934
6184,-8147701.605,1183648.163,4862.450195
6185,-8147469.948,1183648.163,4840
6186,-8147238.292,1183648.163,4758.338867
6187,-8146543.323,1183648.163,4732.803711
6188,-8146311.667,1183648.163,5046.590332
6189,-8145385.041,1183648.163,5186.792969
6190,-8145153.385,1183648.163,5172.105469
6191,-8144921.728,1183648.163,5165.036133
6192,-8144690.072,1183648.163,5113.637695
6193,-8144458.416,1183648.163,5336.321289
6194,-8144226.759,1183648.163,5317.465332
6195,-8143995.103,1183648.163,5327.852539
6196,-8143068.478,1183648.163,4538.846191
6197,-8142605.165,1183648.163,3939.490234
6198,-8141678.539,1183648.163,4435.446289
6199,-8141446.883,1183648.163,4933.559082
6200,-8141215.227,1183648.163,5153.419434
6201,-8140520.258,1183648.163,4498.626953
6202,-8140288.601,1183648.163,4801.375
6203,-8138898.663,1183648.163,5048.344727
6204,-8138667.007,1183648.163,5145.628906
6205,-8146543.323,1183416.506,4382.852051
6206,-8146311.667,1183416.506,4439.736816
6207,-8141446.883,1183416.506,4992.100098
6208,-8141215.227,1183416.506,5024.564453
6209,-8140751.914,1183416.506,4554.683105
6210,-8140520.258,1183416.506,4549.806641
6211,-8140056.945,1183416.506,4843.508789
6212,-8139825.289,1183416.506,4852.929688
6213,-8139593.632,1183416.506,4958.551758
6214,-8138435.35,1183416.506,4628.425781
6215,-8146543.323,1183184.85,3951.428467
6216,-8146080.01,1183184.85,4226.200195
6217,-8145848.354,1183184.85,4249.481445
6218,-8142373.508,1183184.85,4394.086426
6219,-8142141.852,1183184.85,4669.775879
6220,-8141910.196,1183184.85,4882.827637
6221,-8141678.539,1183184.85,4869.689453
6222,-8141446.883,1183184.85,4872.474609
6223,-8141215.227,1183184.85,4959.661133
6224,-8140983.57,1183184.85,4789.864258
6225,-8140751.914,1183184.85,4816.316895
6226,-8140520.258,1183184.85,4727.322266
6227,-8140056.945,1183184.85,4785.660645
6228,-8139825.289,1183184.85,4841.966309
6229,-8139593.632,1183184.85,5059.396484
6230,-8148859.886,1182953.193,3767.888916
6231,-8146311.667,1182953.193,4207.166504
6232,-8146080.01,1182953.193,4439.293945
6233,-8145848.354,1182953.193,4665
6234,-8145385.041,1182953.193,4391.660645
6235,-8142373.508,1182953.193,4931.950195
6236,-8142141.852,1182953.193,4769.180176
6237,-8141910.196,1182953.193,4602.928711
6238,-8141446.883,1182953.193,4703.196777
6239,-8140751.914,1182953.193,4626.241699
6240,-8140056.945,1182953.193,4800.51709
6241,-8139593.632,1182953.193,5066.465332
6242,-8138898.663,1182953.193,5273.406738
6243,-8148628.23,1182721.537,3645.563721
6244,-8147933.261,1182721.537,4022.017578
6245,-8146543.323,1182721.537,4720.120605
6246,-8146311.667,1182721.537,4482.291016
6247,-8144921.728,1182721.537,4868.929688
6248,-8144458.416,1182721.537,4459.333496
6249,-8144226.759,1182721.537,4651.736816
6250,-8143995.103,1182721.537,4720.725586
6251,-8143300.134,1182721.537,4973.440918
6252,-8143068.478,1182721.537,4841.189453
6253,-8142836.821,1182721.537,4776.787109
6254,-8142373.508,1182721.537,4270.868652
6255,-8142141.852,1182721.537,4253.092285
6256,-8141446.883,1182721.537,4628.105469
6257,-8140056.945,1182721.537,4905.950195
6258,-8139361.976,1182721.537,5333.568848
6259,-8148628.23,1182489.881,3820.446533
6260,-8148396.574,1182489.881,4026.86792
6261,-8147701.605,1182489.881,4736.603516
6262,-8147469.948,1182489.881,4815.034668
6263,-8147238.292,1182489.881,4627.034668
6264,-8146774.979,1182489.881,4682.034668
6265,-8146080.01,1182489.881,4286.188477
6266,-8145848.354,1182489.881,4146.548828
6267,-8145153.385,1182489.881,4621.189453
6268,-8144921.728,1182489.881,4928.966797
6269,-8144690.072,1182489.881,4775.220215
6270,-8144458.416,1182489.881,4919.254395
6271,-8143763.447,1182489.881,5067.551758
6272,-8143531.79,1182489.881,5181.620605
6273,-8142836.821,1182489.881,4760.409668
6274,-8142373.508,1182489.881,4155.677734
6275,-8142141.852,1182489.881,4408.28125
6276,-8141910.196,1182489.881,4210.095215
6277,-8141678.539,1182489.881,4307.875
6278,-8141446.883,1182489.881,4582.616699
6279,-8141215.227,1182489.881,4744.48291
6280,-8140983.57,1182489.881,4815.792969
6281,-8140751.914,1182489.881,4842.643066
6282,-8140288.601,1182489.881,4932.844727
6283,-8139593.632,1182489.881,5030.166504
6284,-8147238.292,1182258.224,4656.45752
6285,-8147006.636,1182258.224,4855.707031
6286,-8146774.979,1182258.224,4749.490723
6287,-8146543.323,1182258.224,4727.548828
6288,-8146311.667,1182258.224,4674.086426
6289,-8145848.354,1182258.224,4706.925781
6290,-8145616.697,1182258.224,4526.230957
6291,-8145385.041,1182258.224,4602.396484
6292,-8144921.728,1182258.224,4832.29834
6293,-8144690.072,1182258.224,4973.224121
6294,-8144458.416,1182258.224,5136.241211
6295,-8144226.759,1182258.224,5155.448242
6296,-8143300.134,1182258.224,5203.433105
6297,-8143068.478,1182258.224,4959.380859
6298,-8142836.821,1182258.224,4861.952148
6299,-8142141.852,1182258.224,4884.151367
6300,-8141910.196,1182258.224,4850.491699
6301,-8141678.539,1182258.224,4733.637695
6302,-8141215.227,1182258.224,4751.292969
6303,-8140983.57,1182258.224,4787.625
6304,-8139593.632,1182258.224,5005.593262
6305,-8148628.23,1182026.568,4924.631348
6306,-8148396.574,1182026.568,4945.661133
6307,-8148164.917,1182026.568,4817.821289
6308,-8146543.323,1182026.568,4778.019531
6309,-8146311.667,1182026.568,4776.481934
6310,-8146080.01,1182026.568,4575.333496
6311,-8145848.354,1182026.568,4764.203613
6312,-8145616.697,1182026.568,4822.927246
6313,-8145385.041,1182026.568,4715.736816
6314,-8145153.385,1182026.568,4808.775879
6315,-8144921.728,1182026.568,4951.824707
6316,-8144690.072,1182026.568,5067.842285
6317,-8144458.416,1182026.568,5107.883301
6318,-8143300.134,1182026.568,4636.466797
6319,-8143068.478,1182026.568,4847.116699
6320,-8142605.165,1182026.568,4581.082031
6321,-8142373.508,1182026.568,4823.63623
6322,-8142141.852,1182026.568,5047.36084
6323,-8141910.196,1182026.568,4933.623047
6324,-8141678.539,1182026.568,4767.721191
6325,-8141446.883,1182026.568,4734.465332
6326,-8141215.227,1182026.568,4677.508789
6327,-8140983.57,1182026.568,4775.018066
6328,-8140520.258,1182026.568,4929.98291
6329,-8148396.574,1181794.912,4902.04834
6330,-8148164.917,1181794.912,4931.473633
6331,-8147933.261,1181794.912,4734.283203
6332,-8146543.323,1181794.912,4802.254883
6333,-8146311.667,1181794.912,4940.785645
6334,-8146080.01,1181794.912,4992.946289
6335,-8145848.354,1181794.912,5270.379395
6336,-8145616.697,1181794.912,5201.779785
6337,-8145153.385,1181794.912,5159.813477
6338,-8144921.728,1181794.912,5212.593262
6339,-8144690.072,1181794.912,5084.068848
6340,-8142605.165,1181794.912,4515.576172
6341,-8142141.852,1181794.912,5114.922852
6342,-8141910.196,1181794.912,5122.539551
6343,-8141678.539,1181794.912,4851.733398
6344,-8141446.883,1181794.912,4760.576172
6345,-8140983.57,1181794.912,4895.766602
6346,-8146774.979,1181563.255,4552.403809
6347,-8146543.323,1181563.255,4678.830078
6348,-8146311.667,1181563.255,4909.679199
6349,-8146080.01,1181563.255,4973.839355
6350,-8145153.385,1181563.255,5247.071289
6351,-8144921.728,1181563.255,5103.071289
6352,-8143763.447,1181563.255,3442.192871
6353,-8142141.852,1181563.255,5136.852539
6354,-8141910.196,1181563.255,5124.952148
6355,-8146774.979,1181331.599,4846.698242
6356,-8146543.323,1181331.599,4896.686035
6357,-8146311.667,1181331.599,5080.245117
6358,-8145616.697,1181331.599,5390.741211
6359,-8143995.103,1181331.599,3861.25
6360,-8142373.508,1181331.599,5082.315918
6361,-8142141.852,1181331.599,5061.799805
6362,-8141678.539,1181331.599,4769.450195
6363,-8141446.883,1181331.599,4710.399902
6364,-8146774.979,1181099.943,5061.442383
6365,-8146543.323,1181099.943,4965.472656
6366,-8146311.667,1181099.943,4919.296387
6367,-8144226.759,1181099.943,4002.163818
6368,-8141910.196,1181099.943,4880.196777
6369,-8141678.539,1181099.943,4771.152344
6370,-8146774.979,1180868.286,5107.131836
6371,-8146543.323,1180868.286,4987.320801
6372,-8146311.667,1180868.286,4989.283203
6373,-8146080.01,1180868.286,4822.592773
6374,-8144921.728,1180868.286,5113.856934
6375,-8142141.852,1180868.286,4936.983398
6376,-8141678.539,1180868.286,4774
6377,-8146543.323,1180636.63,4952.131836
6378,-8146311.667,1180636.63,4990.604004
6379,-8146080.01,1180636.63,4970.925781
6380,-8144458.416,1180636.63,5064.854492
6381,-8144226.759,1180636.63,5044.753906
6382,-8143995.103,1180636.63,4988.087891
6383,-8143531.79,1180636.63,4496.696289
6384,-8141678.539,1180636.63,4598.600098
6385,-8146774.979,1180404.974,4946.678711
6386,-8146543.323,1180404.974,4719.888672
6387,-8146311.667,1180404.974,4767.185059
6388,-8145616.697,1180404.974,4695.407227
6389,-8145153.385,1180404.974,4924.192383
6390,-8144921.728,1180404.974,5075.839355
6391,-8144690.072,1180404.974,5159.389648
6392,-8144458.416,1180404.974,5036.716797
6393,-8143995.103,1180404.974,4499.561523
6394,-8143300.134,1180404.974,4598.830566
6395,-8142373.508,1180404.974,4903.266602
6396,-8141910.196,1180404.974,4571.983887
6397,-8146080.01,1180173.317,4766.333496
6398,-8145848.354,1180173.317,4908.150879
6399,-8145616.697,1180173.317,5098.054688
6400,-8145385.041,1180173.317,5077.574219
6401,-8145153.385,1180173.317,5118.722168
6402,-8144690.072,1180173.317,5462.428711
6403,-8144458.416,1180173.317,5061.049316
6404,-8144226.759,1180173.317,4830.433105
6405,-8142836.821,1180173.317,4841.018066
6406,-8142605.165,1180173.317,5006.483398
6407,-8146080.01,1179941.661,4828
6408,-8145616.697,1179941.661,5243.921387
6409,-8145385.041,1179941.661,5187.60791
6410,-8145153.385,1179941.661,5028.181641
6411,-8144921.728,1179941.661,5168.473633
6412,-8144690.072,1179941.661,5187.116699
6413,-8144458.416,1179941.661,5100.753906
6414,-8144226.759,1179941.661,5054.09668
6415,-8143995.103,1179941.661,5153.689453
6416,-8143763.447,1179941.661,4874.033691
6417,-8142836.821,1179941.661,5092.322266
6418,-8146543.323,1179710.004,4415.228027
6419,-8146311.667,1179710.004,4843.711426
6420,-8145848.354,1179710.004,5157.830078
6421,-8145616.697,1179710.004,5115.833496
6422,-8145153.385,1179710.004,5330.356934
6423,-8144921.728,1179710.004,5118.810547
6424,-8144690.072,1179710.004,4959.966797
6425,-8144458.416,1179710.004,4952.603027
6426,-8144226.759,1179710.004,5064.349121
6427,-8143995.103,1179710.004,5193.14502
6428,-8143763.447,1179710.004,5041.533203
6429,-8143300.134,1179710.004,4942.54248
6430,-8142605.165,1179710.004,4987.532227
6431,-8147006.636,1179478.348,4521.038574
6432,-8146774.979,1179478.348,4349.019043
6433,-8146080.01,1179478.348,4845.333496
6434,-8145848.354,1179478.348,4963.679199
6435,-8145616.697,1179478.348,4873.52002
6436,-8144690.072,1179478.348,5054.016602
6437,-8144458.416,1179478.348,5283
6438,-8144226.759,1179478.348,5288.359375
6439,-8143995.103,1179478.348,5209.373047
6440,-8143531.79,1179478.348,5085.640625
6441,-8143300.134,1179478.348,5049.10791
6442,-8143068.478,1179478.348,5146.753906
6443,-8142836.821,1179478.348,5286.714355
6444,-8142605.165,1179478.348,5223.799805
6445,-8142373.508,1179478.348,4417.016113
6446,-8246618.87,1179246.692,3958.25
6447,-8146080.01,1179246.692,4719.122559
6448,-8144226.759,1179246.692,4901.354004
6449,-8143300.134,1179246.692,5130.692383
6450,-8142605.165,1179246.692,5157.082031
6451,-8142373.508,1179246.692,4482.483887
6452,-8246387.213,1179015.035,5218.782715
6453,-8147006.636,1179015.035,4294.022949
6454,-8146774.979,1179015.035,4071.425537
6455,-8146543.323,1179015.035,4397.148926
6456,-8146080.01,1179015.035,4808.180176
6457,-8143995.103,1179015.035,3648.673096
6458,-8143763.447,1179015.035,4682.876953
6459,-8143531.79,1179015.035,5024.549805
6460,-8142836.821,1179015.035,4993.799805
6461,-8142605.165,1179015.035,5089.25
6462,-8142373.508,1179015.035,4888.672363
6463,-8144226.759,1178783.379,2319
6464,-8143763.447,1178783.379,3495.199951
6465,-8143531.79,1178783.379,4088.175537
6466,-8143300.134,1178783.379,4733.018066
6467,-8143068.478,1178783.379,5182.138672
6468,-8142836.821,1178783.379,5070.246094
6469,-8142141.852,1178783.379,4126.185059
6470,-8141678.539,1178783.379,4666.561523
6471,-8141446.883,1178783.379,5088.915039
6472,-8146311.667,1178551.723,4654.384766
6473,-8146080.01,1178551.723,4310.529297
6474,-8143763.447,1178551.723,3551.966553
6475,-8143531.79,1178551.723,3436.224121
6476,-8143300.134,1178551.723,4220.258789
6477,-8141678.539,1178551.723,5087.379395
6478,-8146774.979,1178320.066,4405.811523
6479,-8146543.323,1178320.066,4593.849121
6480,-8146311.667,1178320.066,4667.730957
6481,-8146080.01,1178320.066,4187.913086
6482,-8143068.478,1178320.066,3999.204102
6483,-8146543.323,1178088.41,4306.480957
6484,-8146311.667,1178088.41,4675.315918
6485,-8146080.01,1178088.41,4514
6486,-8144226.759,1178088.41,2406.945557
6487,-8143300.134,1178088.41,3079.793213
6488,-8146080.01,1177856.754,4311.092773
6489,-8143068.478,1177625.097,2627.413818
6490,-8147469.948,1177393.441,4587.309082
6491,-8147006.636,1177393.441,4382.228027
6492,-8146774.979,1177393.441,4653.25
6493,-8146774.979,1177161.785,4510.416504
6494,-8144226.759,1177161.785,3434.983154
6495,-8147701.605,1176930.128,4213.736816
6496,-8147238.292,1176930.128,4061.440674
6497,-8145385.041,1176930.128,3170.384521
6498,-8145153.385,1176930.128,4167.509277
6499,-8147469.948,1176698.472,4261.352051
6500,-8145153.385,1176698.472,4806.339355
6501,-8145616.697,1176235.159,4386.689453
6502,-8145385.041,1176235.159,4548.035645
6503,-8145153.385,1176235.159,4823.200195
6504,-8144921.728,1176235.159,4637.982422
6505,-8146543.323,1176003.503,4722.231934
6506,-8145385.041,1176003.503,4669.108887
6507,-8146543.323,1175771.846,4834.258789
6508,-8146311.667,1175771.846,4982.626953
6509,-8253336.904,1173455.283,1964
6510,-8253105.248,1173455.283,2932.5
6511,-8252873.591,1173223.626,2419.518555
6512,-8254031.873,1168822.156,4240.299805
6513,-8254031.873,1168590.499,4327.799805
6514,-8253800.217,1168590.499,4857.032227
6515,-8254495.186,1168127.187,2859.800049
6516,-8254263.529,1168127.187,3381.699951
6517,-8253568.56,1168127.187,4090.447266
6518,-8253568.56,1167895.53,4037.171387
6519,-8254031.873,1167663.874,3494.75
6520,-8253568.56,1167663.874,3923.729736
6521,-8252873.591,1167663.874,3655.345459
6522,-8253336.904,1167432.217,2858.270264
6523,-8252873.591,1167432.217,2905.639893
6524,-8253105.248,1167200.561,2200.489258
6525,-8252873.591,1167200.561,2856.218262
6526,-8252641.935,1167200.561,2507.09082
6527,-8253800.217,1166968.905,2770.612793
6528,-8253568.56,1166968.905,2800.080078
6529,-8253336.904,1166737.248,3308.441162
6530,-8252873.591,1166737.248,2980.3479
6531,-8253336.904,1166505.592,3693.370361
6532,-8253568.56,1166273.936,3631.06665
6533,-8253105.248,1166273.936,3320.230713
6534,-8252641.935,1166273.936,2585.241455
6535,-8253568.56,1166042.279,3550.153809
6536,-8253336.904,1166042.279,3661.266602
6537,-8252641.935,1166042.279,2686.153809
6538,-8253800.217,1165810.623,2510.142822
6539,-8252641.935,1165810.623,2553.714355
6540,-8254031.873,1165578.967,2862
6541,-8253568.56,1165578.967,2563.75
6542,-8252641.935,1165578.967,2867.263184
6543,-8253800.217,1165347.31,3124.857178
6544,-8252873.591,1165115.654,2069.199951
6545,-8254495.186,1164883.998,1879
6546,-8252873.591,1164883.998,3271.361084
6547,-8253105.248,1164652.341,2898.666748
6548,-8254726.842,1164420.685,1197
6549,-8253568.56,1164420.685,2762
6550,-8253336.904,1164420.685,3730.47998
6551,-8253105.248,1164420.685,4287.538574
6552,-8253568.56,1164189.028,2328
6553,-8253336.904,1164189.028,3486.107178
6554,-8253105.248,1164189.028,3340.178467
6555,-8252873.591,1164189.028,3132.306152
6556,-8255421.811,1163957.372,2327
6557,-8253568.56,1163957.372,2749.363525
6558,-8253336.904,1163957.372,3698.703613
6559,-8253800.217,1163725.716,2579.166748
6560,-8253568.56,1163725.716,3872.764648
6561,-8252641.935,1163725.716,3693.883789
6562,-8253800.217,1163494.059,4121.933105
6563,-8253568.56,1163494.059,4547.333496
6564,-8253336.904,1163494.059,3995.34375
6565,-8253105.248,1163494.059,2651.666748
6566,-8255885.124,1163262.403,3511.5
6567,-8253800.217,1163262.403,4353.5
6568,-8253568.56,1163262.403,4589.461426
6569,-8253105.248,1163262.403,3179.486572
6570,-8252873.591,1163262.403,3577.166748
6571,-8256116.78,1163030.747,2223.800049
6572,-8253800.217,1163030.747,4059
6573,-8253568.56,1163030.747,3823.416748
6574,-8253105.248,1163030.747,2794.088135
6575,-8252873.591,1163030.747,4035.571533
6576,-8252410.279,1163030.747,3852.95752
6577,-8253800.217,1162799.09,3360.399902
6578,-8253568.56,1162799.09,3820.111084
6579,-8252873.591,1162799.09,3982.468018
6580,-8256348.437,1162567.434,2809.916748
6581,-8254031.873,1162567.434,2483.666748
6582,-8253800.217,1162567.434,3594
6583,-8253568.56,1162567.434,2700.555664
6584,-8253800.217,1162335.778,3696.8125
6585,-8253568.56,1162335.778,1776.941162
6586,-8253800.217,1162104.121,3812
6587,-8253568.56,1162104.121,2774.4375
6588,-8253105.248,1162104.121,3802.050049
6589,-8252873.591,1162104.121,4056.288818
6590,-8253568.56,1161872.465,3108.636475
6591,-8253336.904,1161872.465,3491.526367
6592,-8253105.248,1161872.465,4109.683105
6593,-8253568.56,1161640.809,3246.476074
6594,-8253336.904,1161640.809,3638.195068
6595,-8253105.248,1161640.809,3719.649902
6596,-8253800.217,1161409.152,2799.850098
6597,-8253568.56,1161409.152,3166.333252
6598,-8253336.904,1161409.152,2826.611084
6599,-8252873.591,1161409.152,3050.5
6600,-8254263.529,1161177.496,2062
6601,-8254031.873,1161177.496,3801.5
6602,-8253800.217,1161177.496,3774.608643
6603,-8253568.56,1161177.496,2942.086914
6604,-8252873.591,1161177.496,2601.3125
6605,-8257275.062,1160945.839,2748.884521
6606,-8257043.406,1160945.839,1802.333374
6607,-8252873.591,1160945.839,2697.800049
6608,-8257506.719,1160714.183,2774.333252
6609,-8254263.529,1160482.527,2248
6610,-8257506.719,1160250.87,1991.315796
6611,-8254031.873,1160250.87,2276
6612,-8257738.375,1159787.558,2753.612793
6613,-8253800.217,1159555.901,3443.333252
6614,-8257506.719,1159324.245,892.333313
6615,-8257275.062,1159324.245,510.1666565
6616,-8253568.56,1159324.245,3576.708252
6617,-8257043.406,1159092.589,611.5999756
6618,-8253800.217,1159092.589,3502.117676
6619,-8254031.873,1158860.932,3384.399902
6620,-8261213.22,1158629.276,1698.414673
6621,-8260749.908,1158629.276,1999.079956
6622,-8254263.529,1158629.276,3061.333252
6623,-8254031.873,1158629.276,4327.555664
6624,-8260749.908,1158397.62,2628.100098
6625,-8254263.529,1158397.62,4483.115234
6626,-8254031.873,1158397.62,4601.161133
6627,-8253800.217,1158397.62,4112.268066
