,x,y,EVI
334,-7765005.301,1315923.943,2845.444336
335,-7768248.49,1315692.287,652.1578979
336,-7767553.521,1315692.287,1264.75
337,-7767090.208,1315692.287,2837.699951
338,-7766163.583,1315692.287,2766
339,-7765931.926,1315692.287,4254.200195
340,-7765700.27,1315692.287,3639.5
341,-7765468.614,1315692.287,2628
342,-7767321.864,1315460.63,1283.272705
343,-7767090.208,1315460.63,2741.875
344,-7765931.926,1315460.63,3966.800049
345,-7765468.614,1315460.63,2191
346,-7766626.895,1315228.974,1094
347,-7887783.171,1307121.002,1717.823486
348,-7899829.301,1305962.72,284.3461609
349,-7899597.645,1305962.72,879.1481323
350,-7899365.989,1305962.72,1208.805542
351,-7900292.614,1305731.063,1204.680054
352,-7935041.068,1288125.18,163.875
353,-7935504.381,1287430.211,236.277771
354,-7935967.693,1287198.555,216.8260803
355,-7935736.037,1287198.555,479.8076782
356,-7938515.913,1286966.898,344.444458
357,-7936199.35,1286966.898,187.8260803
358,-7935967.693,1286966.898,595.166687
359,-7938515.913,1286735.242,1178
360,-7936431.006,1286735.242,312.8181763
361,-7936199.35,1286735.242,689.5217285
362,-7938747.57,1286503.586,1567.411743
363,-7938515.913,1286503.586,1833.030273
364,-7937125.975,1286503.586,25.91176414
365,-7936894.319,1286503.586,286.615387
366,-7936662.662,1286503.586,600.0810547
367,-7936431.006,1286503.586,903.9743652
368,-7938284.257,1286271.929,1729.275879
369,-7938052.6,1286271.929,1366.966675
370,-7937589.288,1286271.929,621.388916
371,-7937820.944,1286040.273,830.7907104
372,-7937589.288,1286040.273,928.1136475
373,-7938052.6,1285808.617,1369.5
374,-7937589.288,1285808.617,1244.121948
375,-7942222.415,1284881.991,360.75
376,-7941990.759,1284650.335,2954.947266
377,-7842146.868,1284650.335,2183.469727
378,-7941990.759,1284418.678,3501
379,-7941759.102,1284418.678,3198.363525
380,-7941990.759,1284187.022,3691.34375
381,-7843536.806,1284187.022,1999.343262
382,-7941990.759,1283955.366,3841.333252
383,-7942222.415,1283492.053,3763.625
384,-7941759.102,1283492.053,3306.75
385,-7942685.728,1283260.397,2806.09668
386,-7941295.789,1283260.397,3412.97876
387,-7978592.463,1261948.012,1134.307739
388,-7981603.996,1260326.417,1888.333374
389,-7982067.309,1260094.761,2060.375
390,-7981835.652,1260094.761,3277.684326
391,-7981835.652,1259863.104,5334.666504
392,-7982762.278,1259631.448,4210.200195
393,-7982993.934,1259399.792,3229.600098
394,-7982762.278,1259399.792,5085.706055
395,-7983457.247,1259168.135,729.9375
396,-7983225.59,1259168.135,3284.222168
397,-7982762.278,1259168.135,5390.837891
398,-7983920.559,1258936.479,1553.944458
399,-7983688.903,1258936.479,4880.4375
400,-7983457.247,1258936.479,5371.235352
401,-7983225.59,1258936.479,5142.549805
402,-7982993.934,1258936.479,5556.333496
403,-7984383.872,1258704.823,2228.764648
404,-7984152.216,1258704.823,4363.799805
405,-7983920.559,1258704.823,5340.733398
406,-7983688.903,1258704.823,5224.125
407,-7982993.934,1258704.823,5346.166504
408,-7984615.528,1258473.166,3633
409,-7984152.216,1258473.166,5680.207031
410,-7983920.559,1258473.166,5319.09082
411,-7983688.903,1258473.166,4961.666504
412,-7983457.247,1258473.166,4470.384766
413,-7983225.59,1258473.166,4479
414,-7985310.498,1258241.51,2121.307617
415,-7985078.841,1258241.51,3761.722168
416,-7984847.185,1258241.51,5022.147949
417,-7984615.528,1258241.51,5311.285645
418,-7984383.872,1258241.51,5649.333496
419,-7984152.216,1258241.51,5412
420,-7983457.247,1258241.51,4550.102051
421,-7985310.498,1258009.854,5628
422,-7985078.841,1258009.854,5421.962891
423,-7984847.185,1258009.854,5548.964355
424,-7984615.528,1258009.854,5597.399902
425,-7984383.872,1258009.854,5688.558594
426,-7984152.216,1258009.854,5433.526367
427,-7983688.903,1258009.854,4308.43457
428,-7983457.247,1258009.854,4841.200195
429,-7985310.498,1257778.197,5094.696777
430,-7985078.841,1257778.197,5389.063965
431,-7984615.528,1257778.197,5497.444336
432,-7984383.872,1257778.197,5350.818359
433,-7984152.216,1257778.197,5139.75
434,-7985310.498,1257546.541,5037.48584
435,-7984847.185,1257546.541,5166.638184
436,-7984152.216,1257546.541,5161.759766
437,-7983688.903,1257546.541,5148.384766
438,-7984152.216,1257083.228,5325.918457
439,-7984383.872,1256851.572,4868.73584
440,-7989943.625,1254998.321,3376.833252
441,-8037433.178,1251986.788,2857.333252
442,-8037201.522,1251986.788,4790.583496
443,-8036738.209,1251986.788,3684.785645
444,-8036506.553,1251986.788,3047.272705
445,-8014962.511,1251986.788,2191.210449
446,-8036274.896,1251755.132,4049.157959
447,-8015194.168,1251755.132,5366.424805
448,-8008707.79,1251755.132,3153.894775
449,-8008476.133,1251755.132,2632.363525
450,-8008244.477,1251755.132,3247.785645
451,-8038128.147,1251523.476,5798.106934
452,-8036738.209,1251523.476,6823.600098
453,-8008707.79,1251523.476,6401.458496
454,-8037201.522,1251291.819,5647.075195
455,-8018437.357,1251291.819,2871.75
456,-8018205.7,1251291.819,4284.049805
457,-8017974.044,1251291.819,3496.666748
458,-8037201.522,1251060.163,5429.274902
459,-8017974.044,1251060.163,6603.560059
460,-8037433.178,1250596.85,5165.153809
461,-8160906.017,1232064.341,1803.135132
462,-8161369.33,1231832.685,3979.949951
463,-8161137.673,1231832.685,4395.350098
464,-8160906.017,1231832.685,4023.486572
465,-8162527.612,1231601.029,3566.020752
466,-8162295.955,1231601.029,4082.318115
467,-8162064.299,1231601.029,4500.285645
468,-8161600.986,1231601.029,5725.888672
469,-8161369.33,1231601.029,5950.461426
470,-8161137.673,1231601.029,5986.622559
471,-8160906.017,1231601.029,5243.461426
472,-8160674.361,1231601.029,4288
473,-8162527.612,1231369.372,5177.395996
474,-8162295.955,1231369.372,5171
475,-8162064.299,1231369.372,4964.961426
476,-8161832.643,1231369.372,5244
477,-8161369.33,1231369.372,5549.160156
478,-8161137.673,1231369.372,5263.227051
479,-8160211.048,1231369.372,4474.850098
480,-8159979.392,1231369.372,4573.976563
481,-8159747.735,1231369.372,4400.020996
482,-8159516.079,1231369.372,3715.790771
483,-8159052.766,1231369.372,2899.244385
484,-8164844.175,1231137.716,2022.414673
485,-8164149.206,1231137.716,3471.333252
486,-8163454.237,1231137.716,4782.606934
487,-8162990.924,1231137.716,4942.680176
488,-8162527.612,1231137.716,5384.777832
489,-8162295.955,1231137.716,5343.36377
490,-8162064.299,1231137.716,5315.019531
491,-8161369.33,1231137.716,4715.226563
492,-8160674.361,1231137.716,4621.200195
493,-8160442.704,1231137.716,5296.95459
494,-8160211.048,1231137.716,5832.404785
495,-8159979.392,1231137.716,5454.815918
496,-8159284.423,1231137.716,4040.875
497,-8159052.766,1231137.716,4544
498,-8158821.11,1231137.716,3860.524902
499,-8166465.77,1230906.06,2325.421143
500,-8165075.832,1230906.06,3710.060059
501,-8164844.175,1230906.06,3935.039307
502,-8164380.862,1230906.06,4339.395996
503,-8164149.206,1230906.06,4540.203613
504,-8162990.924,1230906.06,5091.711426
505,-8162759.268,1230906.06,5347.711426
506,-8162527.612,1230906.06,5648.830078
507,-8162295.955,1230906.06,5832.886719
508,-8162064.299,1230906.06,5606.274414
509,-8161832.643,1230906.06,5219.47998
510,-8161600.986,1230906.06,5164.48877
511,-8161369.33,1230906.06,5284.773438
512,-8161137.673,1230906.06,5053.5625
513,-8160906.017,1230906.06,5313.688965
514,-8160674.361,1230906.06,5857.019043
515,-8160442.704,1230906.06,6091.907227
516,-8160211.048,1230906.06,5465.362305
517,-8159516.079,1230906.06,3527.348877
518,-8159284.423,1230906.06,4740.282227
519,-8159052.766,1230906.06,4304.777832
520,-8166234.113,1230674.403,3329.212158
521,-8163454.237,1230674.403,4445.01709
522,-8162990.924,1230674.403,5528.653809
523,-8162759.268,1230674.403,5762.589355
524,-8162295.955,1230674.403,5952.773438
525,-8162064.299,1230674.403,5993.647949
526,-8161832.643,1230674.403,6064
527,-8161600.986,1230674.403,6055.131836
528,-8161369.33,1230674.403,6032.875
529,-8161137.673,1230674.403,6058.040039
530,-8160906.017,1230674.403,6075.939941
531,-8160674.361,1230674.403,6073.643066
532,-8160442.704,1230674.403,5933.035645
533,-8160211.048,1230674.403,5087.096191
534,-8159747.735,1230674.403,3854.255859
535,-8159516.079,1230674.403,4827.041504
536,-8159284.423,1230674.403,3864.194336
537,-8165539.144,1230442.747,3528.782715
538,-8165307.488,1230442.747,4335.759277
539,-8165075.832,1230442.747,4147.8125
540,-8164149.206,1230442.747,2963.910645
541,-8163454.237,1230442.747,4357.084961
542,-8162527.612,1230442.747,5376.36377
543,-8162295.955,1230442.747,5369
544,-8162064.299,1230442.747,5196.976563
545,-8161600.986,1230442.747,5820.106445
546,-8161369.33,1230442.747,5957.703613
547,-8161137.673,1230442.747,5995.018066
548,-8160906.017,1230442.747,5923
549,-8160674.361,1230442.747,5663.696289
550,-8160442.704,1230442.747,5412.415039
551,-8160211.048,1230442.747,5400.388672
552,-8159979.392,1230442.747,5365.799805
553,-8159747.735,1230442.747,5210.354004
554,-8159516.079,1230442.747,3866.446777
555,-8165539.144,1230211.091,4344.419922
556,-8165307.488,1230211.091,4617.519043
557,-8163222.581,1230211.091,4832.577148
558,-8162295.955,1230211.091,4244.519043
559,-8160906.017,1230211.091,5166.618164
560,-8160674.361,1230211.091,4990.178711
561,-8160442.704,1230211.091,4903.5
562,-8160211.048,1230211.091,4987.666504
563,-8159747.735,1230211.091,4103.777832
564,-8156967.859,1230211.091,1840.619019
565,-8156736.203,1230211.091,1959.264648
566,-8156504.546,1230211.091,1149.071411
567,-8156272.89,1230211.091,422.8125
568,-8165539.144,1229979.434,4434.172852
569,-8165307.488,1229979.434,4440.214355
570,-8164380.862,1229979.434,3640.960693
571,-8164149.206,1229979.434,4443.356934
572,-8163454.237,1229979.434,5204.628906
573,-8163222.581,1229979.434,5314.180176
574,-8162759.268,1229979.434,4456.100098
575,-8160674.361,1229979.434,5222.175293
576,-8159979.392,1229979.434,4883.29248
577,-8159747.735,1229979.434,3169.25
578,-8156967.859,1229979.434,2790.0271
579,-8156736.203,1229979.434,4438.860352
580,-8156504.546,1229979.434,4199.5
581,-8156272.89,1229979.434,2604.081055
582,-8156041.234,1229979.434,1457.625
583,-8165539.144,1229747.778,4251.925781
584,-8165307.488,1229747.778,4191.555664
585,-8164380.862,1229747.778,4502.231934
586,-8164149.206,1229747.778,4537.103516
587,-8163685.893,1229747.778,4850.172363
588,-8162990.924,1229747.778,4853.383301
589,-8162064.299,1229747.778,3560.829834
590,-8159747.735,1229747.778,4350.62207
591,-8156967.859,1229747.778,4052.975098
592,-8156736.203,1229747.778,5414.95459
593,-8156272.89,1229747.778,3040.975586
594,-8165307.488,1229516.122,4559.230957
595,-8165075.832,1229516.122,4340.666504
596,-8164844.175,1229516.122,4438.548828
597,-8164380.862,1229516.122,4903.711426
598,-8164149.206,1229516.122,4871.490723
599,-8163917.55,1229516.122,4652.388672
600,-8163685.893,1229516.122,4895.236328
601,-8163454.237,1229516.122,5153.52832
602,-8163222.581,1229516.122,5153.600098
603,-8162527.612,1229516.122,2595.377441
604,-8162295.955,1229516.122,3092.653809
605,-8161832.643,1229516.122,2720.851074
606,-8160211.048,1229516.122,3985.919434
607,-8159516.079,1229516.122,4053.693848
608,-8159284.423,1229516.122,2668.061279
609,-8159052.766,1229516.122,1759.920044
610,-8157199.515,1229516.122,2898.824951
611,-8156967.859,1229516.122,5308.866699
612,-8156736.203,1229516.122,5778.060059
613,-8156504.546,1229516.122,5609.1875
614,-8156272.89,1229516.122,3935.446777
615,-8156041.234,1229516.122,1908.775024
616,-8164844.175,1229284.465,4706.377441
617,-8164612.519,1229284.465,4927.719238
618,-8164380.862,1229284.465,4991.037109
619,-8164149.206,1229284.465,5027.490234
620,-8163917.55,1229284.465,5067.055664
621,-8163685.893,1229284.465,5060.981934
622,-8163454.237,1229284.465,5106.188477
623,-8163222.581,1229284.465,5212.019531
624,-8162295.955,1229284.465,3692.576904
625,-8161832.643,1229284.465,3569.041748
626,-8156967.859,1229284.465,5404.469238
627,-8156736.203,1229284.465,5848.627441
628,-8156504.546,1229284.465,5405.45459
629,-8156272.89,1229284.465,4954.839844
630,-8155809.577,1229284.465,2478.966553
631,-8154651.295,1229284.465,107.1428604
632,-8165075.832,1229052.809,4389.086914
633,-8164844.175,1229052.809,4792.941406
634,-8164612.519,1229052.809,4957.039063
635,-8164380.862,1229052.809,5189.327148
636,-8164149.206,1229052.809,5375.452637
637,-8163917.55,1229052.809,5300.461426
638,-8163685.893,1229052.809,5162.814941
639,-8163454.237,1229052.809,5023.236328
640,-8162990.924,1229052.809,5123.75
641,-8159284.423,1229052.809,2837.86792
642,-8157431.172,1229052.809,2334.649902
643,-8157199.515,1229052.809,4799.86377
644,-8156967.859,1229052.809,5067.622559
645,-8156736.203,1229052.809,4411.95459
646,-8156272.89,1229052.809,4635.903809
647,-8156041.234,1229052.809,4661.490234
648,-8155577.921,1229052.809,2370.25
649,-8154882.952,1229052.809,2162.022705
650,-8165307.488,1228821.152,4899.604004
651,-8165075.832,1228821.152,4847.48877
652,-8164844.175,1228821.152,4959.415039
653,-8164612.519,1228821.152,5255.265137
654,-8163917.55,1228821.152,5327.313965
655,-8163685.893,1228821.152,5004.339844
656,-8163454.237,1228821.152,4879.462891
657,-8163222.581,1228821.152,5055.785645
658,-8162990.924,1228821.152,4972.589355
659,-8162064.299,1228821.152,3318.764648
660,-8161832.643,1228821.152,4207.645996
661,-8161600.986,1228821.152,3544.333252
662,-8159284.423,1228821.152,4723.066895
663,-8159052.766,1228821.152,2509.227295
664,-8157894.484,1228821.152,1183.088257
665,-8157662.828,1228821.152,3408.024902
666,-8157431.172,1228821.152,5118.452148
667,-8157199.515,1228821.152,5191.8125
668,-8156504.546,1228821.152,3999.320801
669,-8156272.89,1228821.152,5244.056641
670,-8156041.234,1228821.152,4933.941406
671,-8155809.577,1228821.152,4298.826172
672,-8163917.55,1228589.496,5151.39209
673,-8163685.893,1228589.496,4892.862793
674,-8163454.237,1228589.496,4837.018555
675,-8163222.581,1228589.496,5019.399902
676,-8162990.924,1228589.496,4954.771973
