"","long","lat","EVI","Bio9","Bio16"
"1471",-77.9625,2.6375,4892,263,1427
"1472",-77.9041666666667,2.6375,2229,263,1463
"1473",-77.8958333333333,2.6375,4914,262,1468
"1474",-78.2958333333333,2.62916666666667,5196,257,1333
"1475",-78.2875,2.62916666666667,5800,257,1335
"1476",-78.2791666666667,2.62916666666667,4693,257,1338
"1477",-78.2708333333333,2.62916666666667,4700,257,1342
"1478",-78.2625,2.62916666666667,4188,257,1344
"1479",-78.2541666666667,2.62916666666667,3719,257,1347
"1480",-78.2458333333333,2.62916666666667,5102,259,1356
"1481",-78.1875,2.62916666666667,4789,258,1366
"1482",-78.1791666666667,2.62916666666667,4508,258,1368
"1483",-78.1708333333333,2.62916666666667,3770,259,1371
"1484",-78.1625,2.62916666666667,4056,259,1373
"1485",-78.1375,2.62916666666667,5066,259,1379
"1486",-78.1291666666667,2.62916666666667,4588,NA,NA
"1487",-78.1041666666667,2.62916666666667,5684,259,1385
"1488",-78.0958333333333,2.62916666666667,4974,259,1386
"1489",-78.0458333333333,2.62916666666667,5816,259,1393
"1490",-78.0291666666667,2.62916666666667,5114,259,1396
"1491",-78.0208333333333,2.62916666666667,3605,259,1397
"1492",-78.0125,2.62916666666667,5692,259,1400
"1493",-78.0041666666667,2.62916666666667,5283,262,1404
"1494",-77.9958333333333,2.62916666666667,4535,262,1406
"1495",-77.9875,2.62916666666667,5236,262,1406
"1496",-77.9708333333333,2.62916666666667,5353,262,1411
"1497",-77.9625,2.62916666666667,5161,262,1413
"1498",-77.9541666666667,2.62916666666667,5236,262,1416
"1499",-77.8791666666667,2.62916666666667,3366,262,1480
"1500",-78.3791666666667,2.62083333333333,4696,259,1309
"1501",-78.3708333333333,2.62083333333333,3580,259,1312
"1502",-78.3541666666667,2.62083333333333,3930,259,1318
"1503",-78.3375,2.62083333333333,3883,257,1317
"1504",-78.2875,2.62083333333333,2846,257,1335
"1505",-78.2708333333333,2.62083333333333,4413,257,1340
"1506",-78.2625,2.62083333333333,4394,257,1343
"1507",-78.2541666666667,2.62083333333333,3471,257,1345
"1508",-78.2291666666667,2.62083333333333,5258,258,1353
"1509",-78.1875,2.62083333333333,3840,259,1364
"1510",-78.1791666666667,2.62083333333333,3269,259,1367
"1511",-78.1708333333333,2.62083333333333,3365,259,1369
"1512",-78.1625,2.62083333333333,3817,259,1371
"1513",-78.1291666666667,2.62083333333333,4707,259,1378
"1514",-78.0875,2.62083333333333,5240,259,1384
"1515",-78.0458333333333,2.62083333333333,5102,259,1389
"1516",-78.0291666666667,2.62083333333333,5506,259,1391
"1517",-78.0208333333333,2.62083333333333,5291,259,1392
"1518",-78.0125,2.62083333333333,5658,259,1395
"1519",-78.0041666666667,2.62083333333333,4828,259,1398
"1520",-77.9791666666667,2.62083333333333,4050,262,1402
"1521",-77.9708333333333,2.62083333333333,5656,262,1404
"1522",-77.9625,2.62083333333333,5181,262,1405
"1523",-77.9541666666667,2.62083333333333,5519,262,1407
"1524",-77.9458333333333,2.62083333333333,5285,262,1410
"1525",-77.9375,2.62083333333333,4177,263,1419
"1526",-78.3875,2.6125,4417,259,1304
"1527",-78.3791666666667,2.6125,4129,259,1307
"1528",-78.3708333333333,2.6125,4229,259,1310
"1529",-78.3458333333333,2.6125,3254,257,1314
"1530",-78.3375,2.6125,4679,257,1316
"1531",-78.2791666666667,2.6125,4869,257,1337
"1532",-78.2541666666667,2.6125,2963,258,1344
"1533",-78.2458333333333,2.6125,3900,258,1347
"1534",-78.1625,2.6125,2886,259,1368
"1535",-78.1375,2.6125,4202,259,1374
"1536",-78.1291666666667,2.6125,4873,259,1375
"1537",-78.1208333333333,2.6125,2895,259,1376
"1538",-78.0958333333333,2.6125,5892,259,1378
"1539",-78.0875,2.6125,5368,259,1380
"1540",-78.0791666666667,2.6125,4469,259,1381
"1541",-78.0541666666667,2.6125,1822,259,1384
"1542",-78.0458333333333,2.6125,5766,259,1385
"1543",-78.0375,2.6125,4939,259,1386
"1544",-78.0291666666667,2.6125,4319,259,1386
"1545",-78.0125,2.6125,5621,259,1389
"1546",-78.0041666666667,2.6125,5478,259,1392
"1547",-77.9958333333333,2.6125,4808,262,1393
"1548",-77.9875,2.6125,4848,262,1397
"1549",-77.9791666666667,2.6125,3539,262,1395
"1550",-77.9625,2.6125,5154,262,1402
"1551",-77.9375,2.6125,5426,262,1405
"1552",-77.8875,2.6125,2874,263,1443
"1553",-78.3875,2.60416666666667,4819,259,1302
"1554",-78.3791666666667,2.60416666666667,4934,259,1306
"1555",-78.3625,2.60416666666667,2475,257,1307
"1556",-78.3541666666667,2.60416666666667,5017,257,1310
"1557",-78.3458333333333,2.60416666666667,5825,257,1313
"1558",-78.3375,2.60416666666667,5303,257,1316
"1559",-78.3291666666667,2.60416666666667,4826,257,1319
"1560",-78.2541666666667,2.60416666666667,4666,258,1343
"1561",-78.2458333333333,2.60416666666667,4283,258,1345
"1562",-78.2375,2.60416666666667,4564,258,1348
"1563",-78.2208333333333,2.60416666666667,4876,258,1352
"1564",-78.1708333333333,2.60416666666667,3600,259,1366
"1565",-78.1625,2.60416666666667,3395,259,1367
"1566",-78.1208333333333,2.60416666666667,3023,259,1374
"1567",-78.0875,2.60416666666667,5465,259,1377
"1568",-78.0708333333333,2.60416666666667,5050,259,1379
"1569",-78.0458333333333,2.60416666666667,6021,259,1383
"1570",-78.0375,2.60416666666667,5797,259,1382
"1571",-78.0125,2.60416666666667,5785,259,1385
"1572",-78.0041666666667,2.60416666666667,5194,259,1388
"1573",-77.9958333333333,2.60416666666667,5232,262,1394
"1574",-78.4458333333333,2.59583333333333,3390,NA,NA
"1575",-78.4375,2.59583333333333,4484,256,1280
"1576",-78.4208333333333,2.59583333333333,2274,259,1288
"1577",-78.3875,2.59583333333333,5346,259,1301
"1578",-78.3791666666667,2.59583333333333,4878,257,1299
"1579",-78.3708333333333,2.59583333333333,3486,257,1302
"1580",-78.3541666666667,2.59583333333333,5627,257,1309
"1581",-78.3375,2.59583333333333,3688,257,1315
"1582",-78.3291666666667,2.59583333333333,3809,257,1317
"1583",-78.2458333333333,2.59583333333333,4904,258,1345
"1584",-78.2208333333333,2.59583333333333,4092,258,1351
"1585",-78.2125,2.59583333333333,4149,259,1353
"1586",-78.2041666666667,2.59583333333333,3949,259,1356
"1587",-78.1708333333333,2.59583333333333,4613,259,1363
"1588",-78.1625,2.59583333333333,3606,259,1365
"1589",-78.1375,2.59583333333333,3692,259,1369
"1590",-78.1041666666667,2.59583333333333,3017,259,1372
"1591",-78.0875,2.59583333333333,5133,259,1374
"1592",-78.0791666666667,2.59583333333333,4992,259,1375
"1593",-78.0708333333333,2.59583333333333,5326,259,1376
"1594",-78.0625,2.59583333333333,5617,259,1377
"1595",-78.0375,2.59583333333333,5997,259,1379
"1596",-78.0291666666667,2.59583333333333,2989,258,1376
"1597",-77.9791666666667,2.59583333333333,4770,262,1386
"1598",-77.9458333333333,2.59583333333333,2221,262,1389
"1599",-78.4458333333333,2.5875,5008,255,1276
"1600",-78.4375,2.5875,5092,256,1280
"1601",-78.3625,2.5875,4510,257,1305
"1602",-78.3541666666667,2.5875,5986,257,1307
"1603",-78.3458333333333,2.5875,4999,257,1311
"1604",-78.3291666666667,2.5875,4034,257,1316
"1605",-78.2625,2.5875,4737,258,1339
"1606",-78.2458333333333,2.5875,4426,258,1342
"1607",-78.2208333333333,2.5875,4266,259,1350
"1608",-78.2125,2.5875,4197,259,1352
"1609",-78.2041666666667,2.5875,4108,259,1354
"1610",-78.1791666666667,2.5875,1994,258,1360
"1611",-78.1708333333333,2.5875,4407,259,1362
"1612",-78.1625,2.5875,4784,259,1363
"1613",-78.1458333333333,2.5875,2020,259,1366
"1614",-78.1375,2.5875,4531,259,1367
"1615",-78.1291666666667,2.5875,3957,259,1367
"1616",-78.1125,2.5875,4147,259,1369
"1617",-78.1041666666667,2.5875,5051,259,1369
"1618",-78.0875,2.5875,4791,259,1371
"1619",-78.0791666666667,2.5875,5153,259,1372
"1620",-78.0708333333333,2.5875,5204,259,1372
"1621",-78.0208333333333,2.5875,3996,258,1372
"1622",-78.0125,2.5875,4057,259,1378
"1623",-77.9958333333333,2.5875,3643,260,1385
"1624",-77.9791666666667,2.5875,3428,260,1385
"1625",-77.9541666666667,2.5875,4627,263,1387
"1626",-78.3791666666667,2.57916666666667,5036,257,1298
"1627",-78.3625,2.57916666666667,4712,257,1303
"1628",-78.3541666666667,2.57916666666667,4578,257,1307
"1629",-78.3375,2.57916666666667,5131,257,1312
"1630",-78.3291666666667,2.57916666666667,5601,258,1316
"1631",-78.3041666666667,2.57916666666667,5461,258,1325
"1632",-78.2541666666667,2.57916666666667,3368,258,1340
"1633",-78.2291666666667,2.57916666666667,2854,259,1347
"1634",-78.2208333333333,2.57916666666667,3173,259,1349
"1635",-78.2125,2.57916666666667,4228,259,1352
"1636",-78.2041666666667,2.57916666666667,3041,259,1353
"1637",-78.1958333333333,2.57916666666667,3395,259,1355
"1638",-78.1375,2.57916666666667,4653,259,1364
"1639",-78.1291666666667,2.57916666666667,4499,259,1366
"1640",-78.1208333333333,2.57916666666667,2890,259,1366
"1641",-78.1125,2.57916666666667,4268,259,1366
"1642",-78.0791666666667,2.57916666666667,4987,259,1369
"1643",-78.0625,2.57916666666667,5198,259,1373
"1644",-78.0541666666667,2.57916666666667,5158,259,1374
"1645",-78.0375,2.57916666666667,4987,260,1377
"1646",-78.4458333333333,2.57083333333333,4570,255,1272
"1647",-78.4375,2.57083333333333,3935,255,1276
"1648",-78.4041666666667,2.57083333333333,5190,NA,NA
"1649",-78.3708333333333,2.57083333333333,4181,257,1300
"1650",-78.3625,2.57083333333333,4787,257,1303
"1651",-78.3541666666667,2.57083333333333,4912,257,1306
"1652",-78.3375,2.57083333333333,4270,258,1312
"1653",-78.3208333333333,2.57083333333333,5486,258,1318
"1654",-78.2958333333333,2.57083333333333,5795,258,1326
"1655",-78.2458333333333,2.57083333333333,3948,259,1341
"1656",-78.2291666666667,2.57083333333333,3700,259,1346
"1657",-78.2208333333333,2.57083333333333,2873,259,1347
"1658",-78.2041666666667,2.57083333333333,4079,259,1351
"1659",-78.1958333333333,2.57083333333333,2965,259,1354
"1660",-78.1875,2.57083333333333,3443,259,1356
"1661",-78.1375,2.57083333333333,3763,259,1364
"1662",-78.1041666666667,2.57083333333333,5382,259,1365
"1663",-78.0708333333333,2.57083333333333,3474,259,1369
"1664",-77.9625,2.57083333333333,4229,260,1380
"1665",-78.4625,2.5625,3411,255,1264
"1666",-78.4458333333333,2.5625,4609,255,1272
"1667",-78.3625,2.5625,3729,258,1303
"1668",-78.3458333333333,2.5625,3621,258,1308
"1669",-78.3291666666667,2.5625,5499,258,1314
"1670",-78.2958333333333,2.5625,4369,258,1325
"1671",-78.1958333333333,2.5625,3736,259,1352
"1672",-78.1875,2.5625,2478,259,1354
"1673",-78.1791666666667,2.5625,1123,259,1355
"1674",-78.1708333333333,2.5625,3515,258,1357
"1675",-78.1625,2.5625,2707,259,1359
"1676",-78.1375,2.5625,3628,259,1361
"1677",-78.1291666666667,2.5625,3491,259,1363
"1678",-78.1041666666667,2.5625,5301,259,1363
"1679",-78.0875,2.5625,4814,259,1365
"1680",-78.0791666666667,2.5625,4777,259,1366
"1681",-78.0625,2.5625,1031,260,1373
"1682",-77.9875,2.5625,4823,260,1374
"1683",-78.4458333333333,2.55416666666667,4720,253,1268
"1684",-78.4041666666667,2.55416666666667,4064,253,1285
"1685",-78.3458333333333,2.55416666666667,3340,258,1307
"1686",-78.3291666666667,2.55416666666667,5539,258,1314
"1687",-78.3208333333333,2.55416666666667,4561,258,1316
"1688",-78.3125,2.55416666666667,6157,258,1319
"1689",-78.2958333333333,2.55416666666667,3209,258,1325
"1690",-78.2458333333333,2.55416666666667,4153,259,1339
"1691",-78.2291666666667,2.55416666666667,1838,259,1344
"1692",-78.2208333333333,2.55416666666667,3748,259,1346
"1693",-78.1708333333333,2.55416666666667,3708,258,1356
"1694",-78.1458333333333,2.55416666666667,4915,259,1360
"1695",-78.1375,2.55416666666667,4061,259,1360
"1696",-78.1208333333333,2.55416666666667,4141,258,1362
"1697",-78.1125,2.55416666666667,5320,259,1363
"1698",-78.0875,2.55416666666667,4990,259,1366
"1699",-78.4875,2.54583333333333,2950,NA,NA
"1700",-78.4708333333333,2.54583333333333,4617,254,1258
"1701",-78.4375,2.54583333333333,4853,253,1271
"1702",-78.4125,2.54583333333333,3078,253,1281
"1703",-78.3875,2.54583333333333,4956,253,1291
"1704",-78.3791666666667,2.54583333333333,2312,254,1294
"1705",-78.3625,2.54583333333333,1348,254,1301
"1706",-78.3375,2.54583333333333,3478,254,1310
"1707",-78.3208333333333,2.54583333333333,3889,258,1316
"1708",-78.2958333333333,2.54583333333333,343,258,1323
"1709",-78.2875,2.54583333333333,2630,259,1327
"1710",-78.2375,2.54583333333333,2257,259,1340
"1711",-78.2291666666667,2.54583333333333,2905,259,1342
"1712",-78.2125,2.54583333333333,3646,259,1346
"1713",-78.1958333333333,2.54583333333333,3489,259,1350
"1714",-78.1875,2.54583333333333,4041,259,1351
"1715",-78.1791666666667,2.54583333333333,4137,259,1353
"1716",-78.1541666666667,2.54583333333333,3055,259,1357
"1717",-78.1458333333333,2.54583333333333,4904,259,1358
"1718",-78.1291666666667,2.54583333333333,3547,259,1360
"1719",-78.1208333333333,2.54583333333333,3237,258,1361
"1720",-78.1125,2.54583333333333,3980,259,1361
"1721",-78.0291666666667,2.54583333333333,3030,260,1372
"1722",-78.4875,2.5375,4644,NA,NA
"1723",-78.4625,2.5375,4005,253,1259
"1724",-78.4375,2.5375,5462,254,1270
"1725",-78.4291666666667,2.5375,4469,254,1273
"1726",-78.4041666666667,2.5375,5002,254,1284
"1727",-78.3958333333333,2.5375,3703,253,1288
"1728",-78.3791666666667,2.5375,4912,254,1294
"1729",-78.3208333333333,2.5375,4878,255,1315
"1730",-78.2875,2.5375,5241,259,1325
"1731",-78.2708333333333,2.5375,4636,259,1331
"1732",-78.2291666666667,2.5375,4136,259,1341
"1733",-78.1541666666667,2.5375,2483,259,1357
"1734",-78.1458333333333,2.5375,1308,259,1357
"1735",-78.1291666666667,2.5375,2925,260,1361
"1736",-78.1125,2.5375,4614,260,1362
"1737",-78.1041666666667,2.5375,3943,260,1362
"1738",-78.0958333333333,2.5375,3476,260,1364
"1739",-78.4958333333333,2.52916666666667,4915,NA,NA
"1740",-78.4875,2.52916666666667,4997,NA,NA
"1741",-78.4625,2.52916666666667,5395,253,1257
"1742",-78.4541666666667,2.52916666666667,4911,253,1261
"1743",-78.4375,2.52916666666667,3672,254,1268
"1744",-78.4208333333333,2.52916666666667,4022,254,1275
"1745",-78.4041666666667,2.52916666666667,4508,253,1284
"1746",-78.3791666666667,2.52916666666667,3617,254,1293
"1747",-78.2875,2.52916666666667,5139,259,1325
"1748",-78.2791666666667,2.52916666666667,5296,259,1327
"1749",-78.2708333333333,2.52916666666667,5099,259,1330
"1750",-78.2375,2.52916666666667,2306,259,1339
"1751",-78.2208333333333,2.52916666666667,1769,259,1343
"1752",-78.2041666666667,2.52916666666667,3000,259,1346
"1753",-78.1875,2.52916666666667,3078,259,1350
"1754",-78.1708333333333,2.52916666666667,2776,259,1353
"1755",-78.1375,2.52916666666667,3384,259,1358
"1756",-78.1291666666667,2.52916666666667,3613,259,1358
"1757",-78.1041666666667,2.52916666666667,3153,260,1361
"1758",-78.0958333333333,2.52916666666667,4246,260,1362
"1759",-78.0791666666667,2.52916666666667,3329,260,1365
"1760",-78.0708333333333,2.52916666666667,4903,260,1364
"1761",-78.5041666666667,2.52083333333333,5117,NA,NA
"1762",-78.4958333333333,2.52083333333333,4564,NA,NA
"1763",-78.4541666666667,2.52083333333333,5347,254,1261
"1764",-78.4291666666667,2.52083333333333,2561,254,1271
"1765",-78.3958333333333,2.52083333333333,4716,254,1285
"1766",-78.3708333333333,2.52083333333333,3367,254,1295
"1767",-78.3125,2.52083333333333,4196,255,1316
"1768",-78.3041666666667,2.52083333333333,5458,255,1319
"1769",-78.2875,2.52083333333333,4796,255,1324
"1770",-78.2791666666667,2.52083333333333,4935,255,1327
"1771",-78.2708333333333,2.52083333333333,5107,255,1329
"1772",-78.2375,2.52083333333333,2683,259,1338
"1773",-78.1958333333333,2.52083333333333,2687,259,1348
"1774",-78.1791666666667,2.52083333333333,3529,259,1350
"1775",-78.1625,2.52083333333333,3292,260,1354
"1776",-78.1375,2.52083333333333,3220,260,1357
"1777",-78.1291666666667,2.52083333333333,4050,259,1357
"1778",-78.1208333333333,2.52083333333333,4411,260,1359
"1779",-78.1125,2.52083333333333,4103,260,1360
"1780",-78.0958333333333,2.52083333333333,3110,260,1361
"1781",-78.5041666666667,2.5125,4262,NA,NA
"1782",-78.4875,2.5125,4760,253,1247
"1783",-78.4625,2.5125,3536,NA,NA
"1784",-78.4541666666667,2.5125,5523,254,1261
"1785",-78.4291666666667,2.5125,2037,254,1272
"1786",-78.4208333333333,2.5125,2346,254,1276
"1787",-78.3875,2.5125,3210,254,1288
"1788",-78.3708333333333,2.5125,4447,254,1294
"1789",-78.3291666666667,2.5125,4788,254,1310
"1790",-78.3125,2.5125,3319,255,1316
"1791",-78.3041666666667,2.5125,5474,255,1318
"1792",-78.2875,2.5125,5537,255,1324
"1793",-78.2708333333333,2.5125,2397,255,1328
"1794",-78.2458333333333,2.5125,5227,255,1336
"1795",-78.2291666666667,2.5125,2366,259,1339
"1796",-78.2041666666667,2.5125,1406,259,1346
"1797",-78.1625,2.5125,3345,260,1354
"1798",-78.1041666666667,2.5125,3202,260,1360
"1799",-78.4708333333333,2.50416666666667,4083,254,1254
"1800",-78.4625,2.50416666666667,4693,254,1258
"1801",-78.4291666666667,2.50416666666667,4726,254,1273
"1802",-78.4125,2.50416666666667,3894,254,1278
"1803",-78.4041666666667,2.50416666666667,4627,254,1282
"1804",-78.3958333333333,2.50416666666667,4913,254,1285
"1805",-78.3708333333333,2.50416666666667,4064,254,1294
"1806",-78.3041666666667,2.50416666666667,4318,255,1318
"1807",-78.2958333333333,2.50416666666667,5282,255,1321
"1808",-78.2291666666667,2.50416666666667,3857,255,1339
"1809",-78.2208333333333,2.50416666666667,3378,255,1341
"1810",-78.1875,2.50416666666667,3710,259,1347
"1811",-78.1541666666667,2.50416666666667,3660,260,1353
"1812",-78.1375,2.50416666666667,2394,260,1356
"1813",-78.0791666666667,2.50416666666667,4838,260,1362
"1814",-78.5291666666667,2.49583333333333,3428,NA,NA
"1815",-78.5208333333333,2.49583333333333,5196,254,1230
"1816",-78.5041666666667,2.49583333333333,4320,254,1239
"1817",-78.4625,2.49583333333333,4208,254,1258
"1818",-78.4041666666667,2.49583333333333,4466,254,1282
"1819",-78.3875,2.49583333333333,4719,254,1289
"1820",-78.3791666666667,2.49583333333333,4730,254,1291
"1821",-78.3541666666667,2.49583333333333,4700,255,1301
"1822",-78.3125,2.49583333333333,6144,255,1314
"1823",-78.2958333333333,2.49583333333333,2802,255,1320
"1824",-78.2791666666667,2.49583333333333,2697,255,1325
"1825",-78.2708333333333,2.49583333333333,1748,255,1327
"1826",-78.2458333333333,2.49583333333333,3187,256,1334
"1827",-78.2291666666667,2.49583333333333,2813,256,1339
"1828",-78.2208333333333,2.49583333333333,4074,255,1341
"1829",-78.2125,2.49583333333333,3706,255,1342
"1830",-78.2041666666667,2.49583333333333,3713,256,1344
"1831",-78.1958333333333,2.49583333333333,4609,256,1345
"1832",-78.1875,2.49583333333333,4797,259,1346
"1833",-78.1625,2.49583333333333,2614,259,1352
"1834",-78.1375,2.49583333333333,4220,260,1356
"1835",-78.5375,2.4875,2994,NA,NA
"1836",-78.4708333333333,2.4875,4255,254,1255
"1837",-78.4625,2.4875,5134,254,1259
"1838",-78.4541666666667,2.4875,3586,254,1263
"1839",-78.4291666666667,2.4875,4040,254,1272
"1840",-78.4041666666667,2.4875,993,254,1283
"1841",-78.3791666666667,2.4875,5365,254,1292
"1842",-78.3291666666667,2.4875,4115,255,1309
"1843",-78.3208333333333,2.4875,2873,255,1313
"1844",-78.3041666666667,2.4875,5613,255,1317
"1845",-78.2958333333333,2.4875,5402,255,1320
"1846",-78.2791666666667,2.4875,5631,255,1325
"1847",-78.2708333333333,2.4875,2338,255,1327
"1848",-78.2625,2.4875,3158,255,1330
"1849",-78.2458333333333,2.4875,3905,256,1334
"1850",-78.2375,2.4875,3557,256,1336
"1851",-78.2208333333333,2.4875,3793,256,1341
"1852",-78.2125,2.4875,3943,256,1342
"1853",-78.2041666666667,2.4875,2995,256,1344
"1854",-78.1875,2.4875,4052,255,1345
"1855",-78.1791666666667,2.4875,5444,256,1348
"1856",-78.1541666666667,2.4875,4673,260,1352
"1857",-78.5458333333333,2.47916666666667,5073,NA,NA
"1858",-78.5375,2.47916666666667,4905,253,1223
"1859",-78.5291666666667,2.47916666666667,3830,253,1227
"1860",-78.5041666666667,2.47916666666667,2308,254,1239
"1861",-78.4708333333333,2.47916666666667,4633,254,1255
"1862",-78.4625,2.47916666666667,3945,254,1259
"1863",-78.4291666666667,2.47916666666667,2519,254,1273
"1864",-78.4208333333333,2.47916666666667,2988,254,1277
"1865",-78.3791666666667,2.47916666666667,5981,254,1293
"1866",-78.3708333333333,2.47916666666667,5657,255,1297
"1867",-78.2958333333333,2.47916666666667,5055,255,1321
"1868",-78.2791666666667,2.47916666666667,5056,255,1325
"1869",-78.2708333333333,2.47916666666667,4573,255,1326
"1870",-78.2541666666667,2.47916666666667,4479,255,1332
"1871",-78.2458333333333,2.47916666666667,3935,256,1334
"1872",-78.2375,2.47916666666667,4038,256,1336
"1873",-78.2291666666667,2.47916666666667,3885,256,1339
"1874",-78.2208333333333,2.47916666666667,4119,256,1341
"1875",-78.2041666666667,2.47916666666667,3556,256,1343
"1876",-78.1958333333333,2.47916666666667,4153,256,1344
"1877",-78.1875,2.47916666666667,4344,256,1346
"1878",-78.1708333333333,2.47916666666667,3069,256,1349
"1879",-78.1625,2.47916666666667,3861,256,1350
"1880",-78.5541666666667,2.47083333333333,4252,NA,NA
"1881",-78.5458333333333,2.47083333333333,4478,NA,NA
"1882",-78.5291666666667,2.47083333333333,4097,253,1228
"1883",-78.5041666666667,2.47083333333333,2454,254,1240
"1884",-78.4875,2.47083333333333,3436,254,1248
"1885",-78.3708333333333,2.47083333333333,5922,255,1298
"1886",-78.3625,2.47083333333333,4301,255,1300
"1887",-78.3541666666667,2.47083333333333,4606,255,1304
"1888",-78.3208333333333,2.47083333333333,1336,255,1315
"1889",-78.2958333333333,2.47083333333333,5516,255,1322
"1890",-78.2791666666667,2.47083333333333,5363,255,1326
"1891",-78.2708333333333,2.47083333333333,4376,255,1327
"1892",-78.2541666666667,2.47083333333333,3101,255,1332
"1893",-78.2375,2.47083333333333,3979,256,1335
"1894",-78.2291666666667,2.47083333333333,3847,256,1337
"1895",-78.2208333333333,2.47083333333333,4596,256,1339
"1896",-78.2125,2.47083333333333,4396,256,1341
"1897",-78.2041666666667,2.47083333333333,4268,256,1343
"1898",-78.5541666666667,2.4625,3420,NA,NA
"1899",-78.5458333333333,2.4625,4784,254,1219
"1900",-78.5375,2.4625,4651,253,1223
"1901",-78.5291666666667,2.4625,4437,254,1227
"1902",-78.5125,2.4625,4397,254,1236
"1903",-78.5041666666667,2.4625,4282,254,1241
"1904",-78.4958333333333,2.4625,3644,254,1245
"1905",-78.4791666666667,2.4625,4624,254,1252
"1906",-78.4708333333333,2.4625,3778,254,1256
"1907",-78.4125,2.4625,4074,254,1282
"1908",-78.3791666666667,2.4625,4919,255,1296
"1909",-78.3375,2.4625,1572,255,1310
"1910",-78.3208333333333,2.4625,2792,255,1316
"1911",-78.2875,2.4625,5259,255,1325
"1912",-78.2791666666667,2.4625,4908,255,1327
"1913",-78.2708333333333,2.4625,4119,255,1329
"1914",-78.2541666666667,2.4625,4098,255,1333
"1915",-78.2375,2.4625,3781,256,1336
"1916",-78.2291666666667,2.4625,3897,256,1338
"1917",-78.2208333333333,2.4625,3924,256,1339
"1918",-78.2125,2.4625,4143,256,1341
"1919",-78.2041666666667,2.4625,4461,256,1342
"1920",-78.1791666666667,2.4625,5309,256,1348
"1921",-78.5375,2.45416666666667,4604,253,1224
"1922",-78.5291666666667,2.45416666666667,4553,253,1228
"1923",-78.5208333333333,2.45416666666667,4577,254,1231
"1924",-78.4958333333333,2.45416666666667,3653,254,1244
"1925",-78.4708333333333,2.45416666666667,4272,254,1257
"1926",-78.4291666666667,2.45416666666667,5068,255,1276
"1927",-78.4208333333333,2.45416666666667,3294,255,1279
"1928",-78.3958333333333,2.45416666666667,5552,254,1290
"1929",-78.3708333333333,2.45416666666667,3262,255,1299
"1930",-78.3458333333333,2.45416666666667,4652,255,1309
"1931",-78.3041666666667,2.45416666666667,3120,255,1322
"1932",-78.2791666666667,2.45416666666667,5187,255,1328
"1933",-78.2458333333333,2.45416666666667,3037,256,1336
"1934",-78.2208333333333,2.45416666666667,3971,256,1341
"1935",-78.2125,2.45416666666667,4145,256,1342
"1936",-78.5541666666667,2.44583333333333,4976,253,1215
"1937",-78.5291666666667,2.44583333333333,2026,253,1227
"1938",-78.5208333333333,2.44583333333333,3198,253,1232
"1939",-78.5041666666667,2.44583333333333,3589,254,1241
"1940",-78.4791666666667,2.44583333333333,4124,254,1254
"1941",-78.4625,2.44583333333333,4356,254,1262
"1942",-78.4458333333333,2.44583333333333,3876,254,1270
"1943",-78.3958333333333,2.44583333333333,4307,255,1290
"1944",-78.3625,2.44583333333333,5678,255,1304
"1945",-78.3541666666667,2.44583333333333,4560,255,1306
"1946",-78.2458333333333,2.44583333333333,3995,256,1338
"1947",-78.2291666666667,2.44583333333333,4686,256,1342
"1948",-78.2208333333333,2.44583333333333,3631,255,1343
"1949",-78.2041666666667,2.44583333333333,3882,256,1346
"1950",-78.1958333333333,2.44583333333333,5115,256,1347
"1951",-78.5208333333333,2.4375,4536,254,1232
"1952",-78.5041666666667,2.4375,4408,254,1241
"1953",-78.4875,2.4375,5316,254,1250
"1954",-78.4791666666667,2.4375,4579,254,1253
"1955",-78.4625,2.4375,4150,254,1263
"1956",-78.4541666666667,2.4375,3470,254,1267
"1957",-78.4458333333333,2.4375,4575,254,1270
"1958",-78.4375,2.4375,4499,254,1274
"1959",-78.4208333333333,2.4375,2534,255,1282
"1960",-78.4125,2.4375,3721,254,1285
"1961",-78.4041666666667,2.4375,4609,255,1288
"1962",-78.3875,2.4375,4642,255,1296
"1963",-78.3375,2.4375,3771,255,1314
"1964",-78.2291666666667,2.4375,3177,256,1344
"1965",-78.2125,2.4375,4904,256,1346
"1966",-78.1791666666667,2.4375,5691,256,1352
"1967",-78.5625,2.42916666666667,5098,253,1210
"1968",-78.5208333333333,2.42916666666667,4511,254,1232
"1969",-78.5125,2.42916666666667,3670,254,1237
"1970",-78.5041666666667,2.42916666666667,3294,254,1241
"1971",-78.4875,2.42916666666667,4049,254,1249
"1972",-78.4458333333333,2.42916666666667,4078,254,1271
"1973",-78.4291666666667,2.42916666666667,4579,254,1279
"1974",-78.4041666666667,2.42916666666667,3378,254,1290
"1975",-78.3958333333333,2.42916666666667,5148,255,1293
"1976",-78.3791666666667,2.42916666666667,5264,255,1301
"1977",-78.3458333333333,2.42916666666667,4452,255,1313
"1978",-78.3375,2.42916666666667,4167,255,1316
"1979",-78.2541666666667,2.42916666666667,3481,255,1340
"1980",-78.1875,2.42916666666667,4886,256,1351
"1981",-78.5875,2.42083333333333,3182,NA,NA
"1982",-78.5041666666667,2.42083333333333,3478,253,1242
"1983",-78.4958333333333,2.42083333333333,3569,254,1246
"1984",-78.4875,2.42083333333333,2484,254,1250
"1985",-78.4125,2.42083333333333,5254,255,1287
"1986",-78.4041666666667,2.42083333333333,5268,255,1291
